id,BDD,type,img,DiameterByCircle,compactIndex,regularityIndex,regularityIndexPercentage,colorThreshold,nbColors,kurtosis,AssymetryByDistanceByCircle,roundness
427,ISIC,Melanoma,ISIC_0030183.jpg,352,2.3716,0.0228,0.4221,2,3100.3958,331860672.0004,82.9955,0.6879
428,ISIC,Melanoma,ISIC_0030211.jpg,542,2.3695,0.0151,0.424,2,3073.2177,89359437.052,88.2658,0.8047
429,ISIC,Melanoma,ISIC_0030223.jpg,522,1.9806,0.0159,0.5081,2,3212.8418,199620640.3408,92.1614,0.8168
430,ISIC,Melanoma,ISIC_0030238.jpg,408,1.6777,0.0148,0.5985,1,3100.0321,604090301.3831,96.1787,0.9082
431,ISIC,Melanoma,ISIC_0030277.jpg,424,2.921,0.0265,0.3439,1,2632.7695,1128932234.9835,80.208,0.478
432,ISIC,Melanoma,ISIC_0030356.jpg,438,1.2138,0.0113,0.826,3,3373.9074,79644960.4841,92.6872,0.9643
433,ISIC,Melanoma,ISIC_0030366.jpg,382,1.3535,0.0143,0.7444,2,3288.3579,385170439.3205,97.844,0.9251
434,ISIC,Melanoma,ISIC_0030382.jpg,470,2.7151,0.0186,0.3702,2,3084.9639,248208921.4116,93.4114,0.7818
435,ISIC,Melanoma,ISIC_0030390.jpg,464,2.018,0.0183,0.4964,1,3480.6539,361792832.8295,89.4483,0.8497
436,ISIC,Melanoma,ISIC_0030443.jpg,230,1.2851,0.0239,0.7882,2,3115.6327,2886806227.6568,94.1799,0.9511
437,ISIC,Melanoma,ISIC_0030507.jpg,376,2.6894,0.0215,0.3741,1,3086.9251,1206566129.9582,97.8183,0.8632
438,ISIC,Melanoma,ISIC_0030552.jpg,270,1.4674,0.0242,0.6822,1,3378.1287,1707876723.7235,92.5881,0.9082
439,ISIC,Melanoma,ISIC_0030575.jpg,342,1.6115,0.0187,0.6271,2,3435.2811,508490039.1195,99.4185,0.8505
440,ISIC,Melanoma,ISIC_0030681.jpg,414,1.3364,0.0136,0.7555,2,3448.9813,215580455.9937,93.0516,0.9388
441,ISIC,Melanoma,ISIC_0030695.jpg,368,1.6031,0.0178,0.6283,2,2837.9049,877855436.6587,97.0755,0.8832
442,ISIC,Melanoma,ISIC_0030756.jpg,478,1.8923,0.0155,0.5323,2,3287.2657,163329633.6127,88.4404,0.8694
443,ISIC,Melanoma,ISIC_0030760.jpg,284,1.5182,0.0249,0.6599,2,3102.0836,807306269.8901,90.0972,0.9262
444,ISIC,Melanoma,ISIC_0030824.jpg,338,1.5411,0.0177,0.6542,3,2897.0354,174797557.2761,97.0523,0.906
445,ISIC,Melanoma,ISIC_0030883.jpg,530,2.7629,0.0179,0.364,2,2792.0055,288451815.512,83.7458,0.686
446,ISIC,Melanoma,ISIC_0030901.jpg,492,1.7373,0.0143,0.5786,1,3464.1252,432172455.4281,86.0126,0.8681
447,ISIC,Melanoma,ISIC_0030910.jpg,320,1.7273,0.0194,0.584,1,3209.7735,1198885074.3121,92.8785,0.9088
448,ISIC,Melanoma,ISIC_0030925.jpg,356,2.547,0.0248,0.3927,3,2754.1257,585055500.0238,82.5271,0.6862
449,ISIC,Melanoma,ISIC_0030951.jpg,374,1.3919,0.0142,0.7232,2,3056.9317,237145596.2358,96.7955,0.9368
450,ISIC,Melanoma,ISIC_0030970.jpg,362,1.3884,0.0152,0.7268,2,3449.8225,58981140.7547,94.7842,0.8685
451,ISIC,Melanoma,ISIC_0030995.jpg,390,1.8054,0.018,0.5575,1,3162.3393,615712230.5602,87.933,0.8634
452,ISIC,Melanoma,ISIC_0031013.jpg,404,1.9043,0.0163,0.5273,1,3221.3885,638634754.639,95.0679,0.8856
453,ISIC,Melanoma,ISIC_0031077.jpg,644,3.1832,0.0155,0.3151,2,3229.2553,77246177.9816,88.1189,0.7317
454,ISIC,Melanoma,ISIC_0031177.jpg,518,1.6075,0.0145,0.6244,3,2775.3246,274250383.2128,98.0701,0.9155
455,ISIC,Melanoma,ISIC_0031189.jpg,130,1.144,0.0373,0.8844,3,3471.8463,1185021711.1152,98.4615,0.9813
456,ISIC,Melanoma,ISIC_0031208.jpg,412,1.6195,0.0148,0.6189,2,3078.0942,194666527.6127,94.577,0.9171
457,ISIC,Melanoma,ISIC_0031233.jpg,420,1.8404,0.0154,0.5442,1,3224.4758,362906712.2172,95.5014,0.8976
458,ISIC,Melanoma,ISIC_0031239.jpg,482,2.5277,0.0161,0.3965,1,3334.6094,246352413.9511,91.7342,0.8619
459,ISIC,Melanoma,ISIC_0031295.jpg,346,1.3636,0.016,0.7372,2,3161.6142,728260823.7326,94.8536,0.91
460,ISIC,Melanoma,ISIC_0031310.jpg,360,1.4007,0.0155,0.7216,2,3229.2059,65467404.5723,94.2054,0.8631
461,ISIC,Melanoma,ISIC_0031386.jpg,478,1.4797,0.0143,0.6764,2,3063.088,326664861.8985,99.0678,0.9406
462,ISIC,Melanoma,ISIC_0031389.jpg,282,1.3916,0.0196,0.7251,2,3318.3796,1482975504.532,93.9586,0.8971
463,ISIC,Melanoma,ISIC_0031401.jpg,458,2.9711,0.0194,0.3368,1,2793.496,881810058.5071,92.295,0.8222
464,ISIC,Melanoma,ISIC_0031410.jpg,658,1.5092,0.0095,0.6628,3,3033.5648,25247078.2329,87.5415,0.9028
465,ISIC,Melanoma,ISIC_0031479.jpg,622,1.8469,0.0113,0.5434,2,3227.7092,50142262.6429,88.0624,0.8947
466,ISIC,Melanoma,ISIC_0031529.jpg,268,1.1773,0.0184,0.8625,3,2608.3155,549376047.8109,97.3263,0.9589
467,ISIC,Melanoma,ISIC_0031550.jpg,306,1.6317,0.0225,0.6194,2,3273.2316,1195701045.1445,84.6337,0.8289
468,ISIC,Melanoma,ISIC_0031557.jpg,406,1.9268,0.0206,0.5226,3,3147.756,344847961.14,85.8247,0.7577
469,ISIC,Melanoma,ISIC_0031565.jpg,242,1.4652,0.0248,0.6862,1,3254.9343,1668081161.2901,86.6847,0.8827
470,ISIC,Melanoma,ISIC_0031642.jpg,320,1.3491,0.0171,0.7427,3,3217.3253,515731359.9013,92.5077,0.9287
471,ISIC,Melanoma,ISIC_0031709.jpg,322,1.6587,0.0215,0.6037,2,3064.089,1113343461.9655,88.035,0.8057
472,ISIC,Melanoma,ISIC_0031711.jpg,322,1.6173,0.0198,0.6204,3,3154.8823,893025477.9272,85.0768,0.8065
473,ISIC,Melanoma,ISIC_0031718.jpg,444,2.1379,0.0196,0.4704,1,3697.2392,978388102.3569,81.8874,0.7898
474,ISIC,Melanoma,ISIC_0031746.jpg,362,1.8705,0.0204,0.5369,1,3404.0766,1526579006.5089,77.8119,0.7945
475,ISIC,Melanoma,ISIC_0031778.jpg,388,1.949,0.0184,0.5143,1,2766.8988,807338496.1709,89.4251,0.8672
476,ISIC,Melanoma,ISIC_0031779.jpg,420,2.012,0.0179,0.4998,1,3557.3481,598438121.969,98.5006,0.8679
477,ISIC,Melanoma,ISIC_0031795.jpg,526,1.8231,0.0123,0.5499,2,3110.7206,48031812.6969,93.8198,0.9278
478,ISIC,Melanoma,ISIC_0031915.jpg,440,1.6205,0.0164,0.6219,1,2984.7455,807052976.9283,88.2202,0.8219
479,ISIC,Melanoma,ISIC_0031931.jpg,386,2.1208,0.0202,0.4738,2,3111.1254,785509041.3998,79.7194,0.7777
480,ISIC,Melanoma,ISIC_0031958.jpg,412,3.4009,0.0262,0.2961,1,3181.5554,899192636.9231,88.472,0.5084
481,ISIC,Melanoma,ISIC_0031972.jpg,428,2.6867,0.0201,0.3742,2,3138.1918,420222105.8477,90.4298,0.8055
482,ISIC,Melanoma,ISIC_0031977.jpg,366,1.4657,0.0165,0.6846,3,3266.154,339267206.8398,97.5645,0.9099
483,ISIC,Melanoma,ISIC_0032044.jpg,430,1.6326,0.0137,0.6172,2,3234.6898,234307628.7039,93.4862,0.8865
484,ISIC,Melanoma,ISIC_0032072.jpg,346,2.0538,0.0222,0.4913,1,3019.1236,1072121406.2376,91.0724,0.8557
485,ISIC,Melanoma,ISIC_0032081.jpg,486,2.9315,0.0186,0.3424,1,3334.2817,824141313.7953,95.0528,0.7812
486,ISIC,Melanoma,ISIC_0032095.jpg,344,1.2581,0.0152,0.795,1,3146.4753,850524371.0602,92.5786,0.9625
487,ISIC,Melanoma,ISIC_0032134.jpg,458,1.4773,0.0122,0.6807,3,3245.7046,72735524.2401,97.2382,0.9435
488,ISIC,Melanoma,ISIC_0032192.jpg,430,2.9575,0.0215,0.3382,2,3321.582,555505517.7203,87.7297,0.6675
489,ISIC,Melanoma,ISIC_0032197.jpg,424,1.5998,0.0154,0.6293,2,3170.3798,304867353.0474,80.4779,0.846
490,ISIC,Melanoma,ISIC_0032204.jpg,270,1.2254,0.0191,0.8208,1,3434.9727,1494882817.8143,92.5967,0.9591
491,ISIC,Melanoma,ISIC_0032214.jpg,308,1.5831,0.0192,0.6368,3,3563.9003,374342187.1586,93.5038,0.9476
492,ISIC,Melanoma,ISIC_0032219.jpg,448,1.6995,0.0137,0.5901,2,2946.3464,315554303.9686,92.6465,0.9226
493,ISIC,Melanoma,ISIC_0032245.jpg,406,1.3417,0.0132,0.7454,1,3293.4405,417013842.7305,90.6169,0.9296
494,ISIC,Melanoma,ISIC_0032248.jpg,346,2.0688,0.02,0.4878,1,3367.5482,795158372.8717,96.8951,0.8869
495,ISIC,Melanoma,ISIC_0032265.jpg,490,1.3121,0.0114,0.7644,2,3207.435,69384766.8464,94.0689,0.9558
496,ISIC,Melanoma,ISIC_0032372.jpg,332,1.3433,0.0166,0.7528,2,3340.5472,523400217.5353,87.1604,0.9437
497,ISIC,Melanoma,ISIC_0032396.jpg,414,2.6182,0.0231,0.3842,3,3410.2043,1072004568.4912,84.9094,0.6892
498,ISIC,Melanoma,ISIC_0032424.jpg,472,1.5628,0.0127,0.6442,1,3216.2813,21111985.7471,89.1038,0.848
499,ISIC,Melanoma,ISIC_0032425.jpg,464,1.4119,0.0125,0.711,1,3113.014,354495419.744,95.692,0.9268
500,ISIC,Melanoma,ISIC_0032433.jpg,350,1.7238,0.0197,0.5847,1,3099.9799,883860080.0276,86.0221,0.9353
501,ISIC,Melanoma,ISIC_0032462.jpg,326,1.5085,0.0185,0.6635,1,3320.4717,1491153374.1935,97.4855,0.8741
502,ISIC,Melanoma,ISIC_0032466.jpg,370,1.3672,0.0156,0.7367,3,3407.6848,44535179.8025,87.9506,0.8904
503,ISIC,Melanoma,ISIC_0032504.jpg,416,1.4894,0.0141,0.6764,3,3284.6073,176976908.9631,95.0638,0.8801
504,ISIC,Melanoma,ISIC_0032522.jpg,368,1.9333,0.0174,0.5214,4,3261.6906,126118977.8552,89.6371,0.9233
505,ISIC,Melanoma,ISIC_0032526.jpg,362,1.1847,0.0133,0.8442,2,3480.8573,40908681.0231,92.5216,0.9742
506,ISIC,Melanoma,ISIC_0032531.jpg,452,1.5069,0.0144,0.6663,3,3081.4277,95690207.2639,87.7513,0.8861
507,ISIC,Melanoma,ISIC_0032544.jpg,450,1.6529,0.0143,0.6073,3,3239.7218,80070765.6914,91.6186,0.8983
508,ISIC,Melanoma,ISIC_0032547.jpg,428,1.3922,0.0125,0.7218,2,3177.5235,40277681.3245,98.3166,0.9298
509,ISIC,Melanoma,ISIC_0032550.jpg,358,1.963,0.0215,0.5117,2,2930.1122,261524098.473,83.0664,0.8403
510,ISIC,Melanoma,ISIC_0032552.jpg,280,1.2313,0.018,0.8207,2,2835.5292,507745897.1908,97.8675,0.9442
511,ISIC,Melanoma,ISIC_0032569.jpg,346,1.5835,0.019,0.634,3,3123.7617,439388503.5529,93.4348,0.8907
512,ISIC,Melanoma,ISIC_0032597.jpg,516,1.6968,0.0134,0.5914,3,3357.2858,175876166.3502,91.7807,0.8637
513,ISIC,Melanoma,ISIC_0032598.jpg,364,1.4039,0.0168,0.7169,3,3180.7496,284418066.8246,88.4223,0.9284
514,ISIC,Melanoma,ISIC_0032602.jpg,438,1.4374,0.0145,0.7015,2,3242.4299,279123224.9546,93.0746,0.9062
515,ISIC,Melanoma,ISIC_0032617.jpg,376,1.9505,0.0183,0.5144,2,3290.6643,408642024.8543,97.3411,0.8687
516,ISIC,Melanoma,ISIC_0032622.jpg,392,1.2323,0.0134,0.8162,2,3833.5462,179695903.6141,96.2979,0.9369
517,ISIC,Melanoma,ISIC_0032626.jpg,396,1.2487,0.0143,0.802,2,3143.3548,396815707.9879,98.4852,0.9587
518,ISIC,Melanoma,ISIC_0032629.jpg,290,1.7449,0.0248,0.5802,2,2989.2456,1007117487.0409,98.4596,0.8756
519,ISIC,Melanoma,ISIC_0032637.jpg,402,1.2505,0.0126,0.8012,2,3452.1725,59711202.0381,88.3897,0.941
520,ISIC,Melanoma,ISIC_0032695.jpg,406,1.4283,0.0143,0.7004,3,3577.1352,46861207.1287,96.5616,0.9278
521,ISIC,Melanoma,ISIC_0032699.jpg,258,1.5659,0.0256,0.6408,2,3378.4895,752242829.0153,95.295,0.8924
522,ISIC,Melanoma,ISIC_0032709.jpg,378,1.2859,0.014,0.7839,2,3353.6452,62961679.3922,90.5189,0.9373
523,ISIC,Melanoma,ISIC_0032716.jpg,300,1.2446,0.0173,0.8055,3,3466.3101,252826837.4738,97.1873,0.9343
524,ISIC,Melanoma,ISIC_0032718.jpg,454,2.7862,0.0243,0.3597,2,3216.2844,485190129.3744,83.8081,0.6191
525,ISIC,Melanoma,ISIC_0032722.jpg,412,1.3688,0.0143,0.7312,1,3459.2377,561873176.2831,87.6461,0.963
526,ISIC,Melanoma,ISIC_0032723.jpg,264,1.457,0.0237,0.6951,3,3413.1412,917123121.1418,88.7909,0.8845
527,ISIC,Melanoma,ISIC_0032736.jpg,480,2.7002,0.0228,0.3721,2,3063.8285,253889827.0661,81.7687,0.6333
528,ISIC,Melanoma,ISIC_0032750.jpg,344,1.3973,0.0155,0.7203,2,3277.9319,422303862.1268,95.8932,0.9249
529,ISIC,Melanoma,ISIC_0032751.jpg,366,1.5475,0.0177,0.6526,3,3262.7445,331514948.0741,94.9757,0.8835
530,ISIC,Melanoma,ISIC_0032774.jpg,372,1.2754,0.0144,0.7911,2,2812.2793,239625057.6599,95.458,0.9504
531,ISIC,Melanoma,ISIC_0032790.jpg,352,1.8625,0.0174,0.5396,1,3624.9087,697474882.2384,95.5664,0.9343
532,ISIC,Melanoma,ISIC_0032806.jpg,386,1.8635,0.0168,0.5394,2,3123.061,94638352.1373,91.9262,0.9254
533,ISIC,Melanoma,ISIC_0032807.jpg,478,2.9881,0.0183,0.3367,2,3092.3883,207061273.0024,87.0208,0.7903
534,ISIC,Melanoma,ISIC_0032823.jpg,588,1.5197,0.0115,0.6626,3,3413.0376,62920180.0045,96.201,0.9245
535,ISIC,Melanoma,ISIC_0032836.jpg,432,1.3049,0.0122,0.7682,3,3214.5579,60945351.7057,95.373,0.9375
536,ISIC,Melanoma,ISIC_0032841.jpg,370,1.3064,0.0162,0.7715,2,3337.7544,54210002.9688,92.9665,0.9569
537,ISIC,Melanoma,ISIC_0032845.jpg,336,1.2618,0.0153,0.7935,2,3452.148,100843224.7543,95.3548,0.9372
538,ISIC,Melanoma,ISIC_0032847.jpg,330,1.3666,0.0189,0.7357,2,3385.8682,201370343.8003,96.3849,0.9485
539,ISIC,Melanoma,ISIC_0032856.jpg,286,1.4352,0.0195,0.7055,3,3088.3741,516787065.0703,90.9671,0.8845
540,ISIC,Melanoma,ISIC_0032862.jpg,372,1.2904,0.0144,0.7823,2,2910.0084,193910110.1075,90.7908,0.9558
541,ISIC,Melanoma,ISIC_0032869.jpg,486,3.7092,0.029,0.2698,1,3300.4538,1732723228.0493,87.7328,0.7911
542,ISIC,Melanoma,ISIC_0032872.jpg,566,1.9904,0.0142,0.505,1,3432.0111,286544895.1661,85.5353,0.8351
543,ISIC,Melanoma,ISIC_0032879.jpg,492,1.8953,0.0145,0.53,3,3375.256,125572532.4915,91.29,0.9321
544,ISIC,Melanoma,ISIC_0032887.jpg,320,1.3634,0.0168,0.7417,3,3631.2884,371491344.9887,95.4738,0.9229
545,ISIC,Melanoma,ISIC_0032888.jpg,590,1.914,0.0151,0.526,4,3528.139,97872929.4163,93.9379,0.824
546,ISIC,Melanoma,ISIC_0032918.jpg,402,3.3478,0.0259,0.301,1,2885.2033,1171293120.4539,93.5438,0.8173
547,ISIC,Melanoma,ISIC_0032922.jpg,414,1.9682,0.0173,0.5116,3,3075.4787,87309171.2639,87.3491,0.8494
548,ISIC,Melanoma,ISIC_0032927.jpg,308,1.2644,0.0183,0.8023,2,3372.9869,356039568.4186,83.591,0.9347
549,ISIC,Melanoma,ISIC_0032936.jpg,466,1.5162,0.0128,0.6616,3,3212.412,137219690.8098,94.8173,0.9495
550,ISIC,Melanoma,ISIC_0032938.jpg,282,1.7687,0.0221,0.5674,2,3506.2652,474150465.4332,90.2125,0.8809
551,ISIC,Melanoma,ISIC_0032955.jpg,372,1.5024,0.018,0.6721,2,2853.8177,309337489.5176,97.596,0.9006
552,ISIC,Melanoma,ISIC_0032968.jpg,466,2.6327,0.0183,0.3801,2,3276.4436,359423935.5569,92.961,0.8171
553,ISIC,Melanoma,ISIC_0032975.jpg,556,1.6495,0.0131,0.6089,3,3313.7568,72625596.2437,91.3528,0.8866
554,ISIC,Melanoma,ISIC_0032976.jpg,344,1.3441,0.016,0.7448,2,3547.3011,76484252.9865,90.9455,0.9305
555,ISIC,Melanoma,ISIC_0032985.jpg,428,1.4541,0.0136,0.6919,4,3526.8149,179614007.789,91.8611,0.947
556,ISIC,Melanoma,ISIC_0032988.jpg,490,2.2844,0.0181,0.4409,1,3201.7876,444818635.027,88.122,0.8499
557,ISIC,Melanoma,ISIC_0032993.jpg,492,1.2934,0.0107,0.778,3,3519.2866,73378186.1353,87.1852,0.9343
558,ISIC,Melanoma,ISIC_0033004.jpg,410,1.3884,0.0136,0.7268,2,2995.9805,234422863.4374,89.3323,0.9436
559,ISIC,Melanoma,ISIC_0033023.jpg,502,2.3242,0.0168,0.4333,2,3396.3094,102005770.0167,92.679,0.8325
560,ISIC,Melanoma,ISIC_0033037.jpg,288,1.7567,0.0261,0.5756,2,3085.1317,1593618949.6398,81.1656,0.7946
561,ISIC,Melanoma,ISIC_0033038.jpg,416,2.4331,0.0192,0.4134,1,3315.7781,524857831.3951,95.5835,0.7642
562,ISIC,Melanoma,ISIC_0033047.jpg,362,1.3406,0.0164,0.7469,3,3496.3085,66963679.4683,94.0428,0.9395
563,ISIC,Melanoma,ISIC_0033050.jpg,396,1.9912,0.0201,0.5034,3,3281.1326,344339382.5774,77.3489,0.8318
564,ISIC,Melanoma,ISIC_0033055.jpg,528,1.4205,0.0118,0.7063,2,3382.3152,180635960.7193,96.2803,0.9239
565,ISIC,Melanoma,ISIC_0033061.jpg,406,1.4009,0.0125,0.7158,2,2418.5403,38419094.2989,99.0186,0.9632
566,ISIC,Melanoma,ISIC_0033063.jpg,414,1.9618,0.0173,0.514,2,3169.9567,287155723.4536,92.1712,0.8413
567,ISIC,Melanoma,ISIC_0033081.jpg,424,1.2338,0.012,0.8183,3,3144.2958,80457094.5817,97.0223,0.965
568,ISIC,Melanoma,ISIC_0033089.jpg,310,1.767,0.0205,0.5669,2,3116.806,512248488.8348,93.5848,0.8625
569,ISIC,Melanoma,ISIC_0033114.jpg,508,1.4658,0.0129,0.686,3,2383.5025,101721545.3426,90.5639,0.9225
570,ISIC,Melanoma,ISIC_0033122.jpg,472,1.541,0.0153,0.6538,3,3457.5117,118807345.5586,92.2372,0.9352
571,ISIC,Melanoma,ISIC_0033125.jpg,434,1.4935,0.0132,0.6706,3,3347.4637,118934939.8877,93.5421,0.8825
572,ISIC,Melanoma,ISIC_0033129.jpg,592,1.527,0.0112,0.6583,1,2916.385,207285806.1545,93.9755,0.9072
573,ISIC,Melanoma,ISIC_0033141.jpg,384,1.3806,0.0159,0.7273,2,3010.6301,383195896.039,98.9628,0.9458
574,ISIC,Melanoma,ISIC_0033154.jpg,412,1.3952,0.015,0.7205,4,3448.4508,74059560.2151,89.8369,0.9118
575,ISIC,Melanoma,ISIC_0033174.jpg,540,1.4689,0.0136,0.685,3,3255.4717,87522249.4545,93.6385,0.9511
576,ISIC,Melanoma,ISIC_0033178.jpg,452,1.7121,0.0162,0.5895,2,3321.2233,380988340.538,84.5732,0.8542
577,ISIC,Melanoma,ISIC_0033192.jpg,454,1.4204,0.0139,0.7075,3,3448.4721,125880717.0373,88.2892,0.9126
578,ISIC,Melanoma,ISIC_0033193.jpg,432,1.5115,0.0135,0.665,2,2992.0443,276076674.5381,87.9619,0.8844
579,ISIC,Melanoma,ISIC_0033204.jpg,486,1.4651,0.0136,0.6863,1,3486.6176,81193256.1188,96.2088,0.9266
580,ISIC,Melanoma,ISIC_0033209.jpg,354,2.2747,0.0233,0.4399,4,3231.9607,275317477.7585,91.0744,0.8425
581,ISIC,Melanoma,ISIC_0033217.jpg,362,1.8598,0.0182,0.5421,2,3171.7753,628213980.5414,92.2218,0.8853
582,ISIC,Melanoma,ISIC_0033226.jpg,364,1.5539,0.0167,0.6505,3,3231.2653,311095537.5121,93.8893,0.9145
583,ISIC,Melanoma,ISIC_0033241.jpg,516,1.5403,0.0124,0.6545,3,3303.2629,124931977.8384,88.9318,0.924
584,ISIC,Melanoma,ISIC_0033245.jpg,252,1.7181,0.0229,0.5834,3,3119.9852,721959674.3552,97.6314,0.9434
585,ISIC,Melanoma,ISIC_0033258.jpg,450,2.3168,0.0188,0.4346,2,3514.4091,171248452.5577,90.6722,0.8269
586,ISIC,Melanoma,ISIC_0033261.jpg,530,1.5468,0.0128,0.6501,2,3277.3816,180488164.5143,96.23,0.9505
587,ISIC,Melanoma,ISIC_0033267.jpg,468,2.6571,0.0198,0.3771,2,3127.5199,522564008.2592,86.1097,0.7786
588,ISIC,Melanoma,ISIC_0033274.jpg,460,1.4455,0.0121,0.6956,3,3649.9474,51607599.3613,96.8383,0.9299
589,ISIC,Melanoma,ISIC_0033279.jpg,248,1.3416,0.0223,0.7502,3,3230.6667,607105416.2648,91.3197,0.9247
590,ISIC,Melanoma,ISIC_0033312.jpg,544,1.5284,0.0131,0.6553,3,3213.6248,255448371.9499,88.4815,0.9291
591,ISIC,Melanoma,ISIC_0033333.jpg,356,1.1913,0.0137,0.8407,3,2913.6438,180939043.1751,98.8803,0.9595
592,ISIC,Melanoma,ISIC_0033337.jpg,292,1.2612,0.0172,0.803,3,3188.8832,262016604.6501,93.8823,0.9585
593,ISIC,Melanoma,ISIC_0033344.jpg,554,3.4822,0.0188,0.2873,1,3191.2917,306853500.5248,91.2284,0.8817
594,ISIC,Melanoma,ISIC_0033362.jpg,428,1.6128,0.0162,0.6212,2,3539.1291,64732865.1836,87.4669,0.8677
595,ISIC,Melanoma,ISIC_0033368.jpg,402,1.408,0.0133,0.7167,2,3480.6717,119492246.3445,97.4644,0.9231
596,ISIC,Melanoma,ISIC_0033393.jpg,412,1.4691,0.0137,0.6815,2,3507.9997,114706011.3682,94.1028,0.9015
597,ISIC,Melanoma,ISIC_0033394.jpg,494,1.6035,0.0126,0.6239,2,2933.5211,44777611.1009,86.0611,0.8847
598,ISIC,Melanoma,ISIC_0033405.jpg,352,1.2004,0.0133,0.8383,2,2966.6615,568730007.2016,98.3932,0.9654
599,ISIC,Melanoma,ISIC_0033415.jpg,354,1.7319,0.0179,0.5805,2,3314.4771,508021430.4451,92.6047,0.8806
600,ISIC,Melanoma,ISIC_0033416.jpg,354,1.6583,0.0193,0.6089,3,3450.0046,145244871.4232,94.1928,0.8616
601,ISIC,Melanoma,ISIC_0033424.jpg,532,2.3202,0.0148,0.433,2,3432.8271,570444404.7711,94.1308,0.8629
602,ISIC,Melanoma,ISIC_0033432.jpg,334,1.433,0.0194,0.7041,3,3048.0885,285560613.6268,96.2286,0.9308
603,ISIC,Melanoma,ISIC_0033452.jpg,272,1.5588,0.0241,0.6461,3,3696.9648,182607735.8765,94.2761,0.8689
604,ISIC,Melanoma,ISIC_0033469.jpg,748,4.6653,0.0212,0.2145,2,3161.9415,168177771.2683,89.1806,0.2366
605,ISIC,Melanoma,ISIC_0033476.jpg,532,1.4557,0.0119,0.6914,2,3427.2642,33503900.0858,96.3089,0.9406
606,ISIC,Melanoma,ISIC_0033477.jpg,402,1.9445,0.0188,0.5185,4,3195.0442,51635834.0855,85.8263,0.7645
607,ISIC,Melanoma,ISIC_0033479.jpg,506,2.1248,0.0189,0.4728,3,3584.3528,118825234.2868,85.1372,0.9031
608,ISIC,Melanoma,ISIC_0033487.jpg,552,2.3662,0.0156,0.4248,3,3325.2376,144256526.0209,94.3838,0.8438
609,ISIC,Melanoma,ISIC_0033500.jpg,514,1.6526,0.0128,0.6073,2,3170.3061,210322259.9303,93.1996,0.952
610,ISIC,Melanoma,ISIC_0033518.jpg,446,1.4687,0.015,0.6827,3,3364.6414,198928877.0716,93.6697,0.9098
611,ISIC,Melanoma,ISIC_0033520.jpg,348,1.4496,0.0186,0.6977,1,3423.917,137449662.066,95.3766,0.9099
612,ISIC,Melanoma,ISIC_0033522.jpg,592,2.4328,0.0167,0.4132,1,3590.2994,243409930.2044,81.0209,0.8782
613,ISIC,Melanoma,ISIC_0033533.jpg,472,1.4376,0.0114,0.701,2,2764.0499,74751595.4938,94.2485,0.9336
614,ISIC,Melanoma,ISIC_0033534.jpg,442,1.2521,0.0129,0.8031,2,2773.4711,315271431.2704,97.1092,0.9615
615,ISIC,Melanoma,ISIC_0033545.jpg,378,1.3271,0.0147,0.7567,3,3439.9546,301492940.8229,94.5626,0.9275
616,ISIC,Melanoma,ISIC_0033562.jpg,402,1.9706,0.0173,0.5093,2,3190.5825,473425417.0531,89.8628,0.8455
617,ISIC,Melanoma,ISIC_0033568.jpg,344,1.269,0.0163,0.7888,3,3546.0126,164978987.4522,89.2996,0.9503
618,ISIC,Melanoma,ISIC_0033569.jpg,450,1.8569,0.0162,0.541,3,2897.119,92499391.215,90.623,0.8865
619,ISIC,Melanoma,ISIC_0033570.jpg,324,1.5042,0.0175,0.6704,2,2905.4919,390028268.3746,96.4224,0.9506
620,ISIC,Melanoma,ISIC_0033586.jpg,454,1.788,0.0142,0.5617,1,3298.6541,386454429.3716,94.083,0.9033
621,ISIC,Melanoma,ISIC_0033593.jpg,378,1.5682,0.0188,0.6437,3,3167.1701,373370674.2182,86.291,0.8962
622,ISIC,Melanoma,ISIC_0033603.jpg,418,1.2145,0.0116,0.8313,1,2830.1496,509239807.5525,94.5449,0.974
623,ISIC,Melanoma,ISIC_0033616.jpg,396,1.3266,0.0137,0.7612,2,3059.0947,205952965.0209,94.4271,0.9147
624,ISIC,Melanoma,ISIC_0033619.jpg,266,1.3707,0.0214,0.7323,3,3440.5499,507435385.424,95.2541,0.857
625,ISIC,Melanoma,ISIC_0033630.jpg,366,1.6252,0.0176,0.6168,3,3310.8562,297865251.8906,95.5999,0.9299
626,ISIC,Melanoma,ISIC_0033651.jpg,392,1.3283,0.0135,0.7535,2,3646.3979,29981972.1809,95.1873,0.8994
627,ISIC,Melanoma,ISIC_0033654.jpg,478,1.4508,0.0138,0.6952,2,3583.9447,111889132.2098,92.4956,0.9481
628,ISIC,Melanoma,ISIC_0033655.jpg,532,1.8365,0.0141,0.5476,4,3421.1595,52855137.4434,85.3348,0.8638
629,ISIC,Melanoma,ISIC_0033662.jpg,364,1.2239,0.014,0.8204,3,2792.2963,169574301.71,94.5102,0.9455
630,ISIC,Melanoma,ISIC_0033663.jpg,396,2.1422,0.0203,0.4672,2,3261.0522,294122070.0959,91.0137,0.6791
631,ISIC,Melanoma,ISIC_0033668.jpg,442,2.7129,0.0203,0.3691,1,2860.5112,831289265.3253,88.4336,0.8492
632,ISIC,Melanoma,ISIC_0033670.jpg,578,1.7575,0.0135,0.5704,2,3120.1288,60968839.9983,88.3967,0.9032
